paper, title, mission/instruments, models, manually reviewed, CMR datasets,,,correct, missed, extraneous
76YPR54S,,'aura/omi'(7); 'aura/mls'(5); 'scisat-1/ace/ace-fts'(1); 'suomi-npp/omps'(1); 'uars/mls'(1); 'aura/hirdls'(1); 'nimbus-7/toms'(1), ,,OMTO3e;THIRN7L1BCLT;OMPS_NPP_LP_L2_AER675_DAILY;TOMSN7L3;H3ZFCO3;ML3DBO3;ML2CO;GozMmlpO3;H3ZFCT;UARML3AT;ML2T;OMVFPITMET
77CGZCN3,,, ,,
78G53BLD,,'aura/omi'(1), 'geos-chem'(2),,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
79Q3C4WQ,,'aura/omi'(2); 'suomi-npp/omps'(1), ,,OMPS_NPP_LP_L2_AER675_DAILY;OMTO3e;OMVFPITMET
7B56HGB2,,'aura/omi----level 3'(1); 'aura/omi'(1), ,,OMNO2;OMTO3e;OMNO2d
7CQQHHZ2,,'aura/omi'(1); 'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR;OMNO2;OMI_MINDS_NO2d
7F9ZUPKS,,'gpm/dpr'(2); 'trmm/tmi'(2); 'gpm/gmi'(1); 'trmm/pr'(1); 'aura/mls'(1), ,,
7FLLA4LC,,'aura/omi'(1), ,,OMTO3e;OMNO2;OMI_MINDS_NO2d
7GLEVJSS,,'sorce/solstice'(1); 'aura/omi'(1); 'sorce/sim'(1), ,,
7GU7SYZH,,'aqua/modis'(3); 'terra/modis'(3); 'aura/omi----level 3'(1); 'aura/omi'(1), ,,MAM05S0;WC_PM_ET_050
7HKX4A2T,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
7KT57K4G,,'aqua/modis'(6); 'terra/modis'(4); 'aura/omi'(1), 'merra'(19); 'merra-2'(18),,
7MKFVQ74,,'aura/omi'(3); 'aura/mls'(1); 'meteor-3/toms'(1); 'nimbus-7/toms'(1), ,,ML3DBO3;TOMSN7L3;OMTO3e;TOMSM3L3
7NMFXDEZ,,, 'merra'(2); 'merra-2'(1),,
7TEGLQDS,,'aura/omi'(1), ,,OMTO3e;OMNO2;OMI_MINDS_NO2d;OMVFPITMET
7UAWW4TZ,,'aqua/airs'(1); 'aura/omi'(1), 'geos-chem'(25); 'geos-5'(2),,OMTO3e;OMNO2;OMI_MINDS_NO2d;AIRX3STD
7V2GPQK6,,, ,,
7X74TMJ6,,, ,,
7Y2BTCZ7,,'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR
82ZGHJIN,,'aqua/modis'(3); 'aura/omi'(2); 'aqua/amsr-e'(1), ,,
83FU6395,,'aura/mls'(7); 'aura/omi'(1), 'merra'(37); 'geos-5'(2); 'merra-2'(1),,OMTO3e;ML2GPH;ML3DBO3;ML2T;OMVFPITMET
83PRBZDT,,'aura/omi'(3); 'aqua/modis'(2), ,,OMTO3e;MAM07S0;OMSO2e;MSVOLSO2L4;MYD11CM1D;OMVFPITMET
83U7A6YF,,, 'geos-chem'(9); 'geos-5'(3); 'merra'(1),,
84TYTVJ4,,'aura/omi'(2), ,,OMTO3e
8A7S92GT,,'aura/mls'(3); 'aqua/modis'(1); 'terra/modis'(1), ,,HIRMLS3IWC;ML2CO
8CM472DB,,, 'geos-chem'(5); 'geos-5'(3),,
8GQIRWSG,,'aura/omi'(3); 'aura/mls'(1), 'merra-2'(1); 'merra'(1),,OMNO2;ML2N2O;ML2CO;OMI_MINDS_NO2d;ML2DGG
8I66H5TU,,, ,,
8J5N2MGR,,'aura/omi'(1), 'geos-5'(1),,OMNO2;OMI_MINDS_NO2d
8JBL5VL8,,'aura/omi'(3); 'aura/mls'(2); 'uars/mls'(1), ,,OMTO3e;OMVFPITMET;ML3DBSO2;ML3DBO3;GozMmlpO3;OMSO2e;ML2T;UARML3AT
8LMEXGW8,,'aura/omi'(1), ,,OMSO2e
8NX3KCF7,,'aqua/modis'(8); 'terra/modis'(8), 'gdas'(3),,MYD11CM1D;MOD11CM1D
8NYKNXKX,,, 'geos-chem'(5); 'geos-5'(2),,
8P37GX5V,,'aura/omi'(2), ,,OMTO3e
8PTXQ7Q6,,'aqua/modis'(1); 'terra/modis'(1), ,,
8Q2V9RYL,,'aura/omi'(20), 'geos-chem'(2),,
8Q7RSXMG,,'aura/omi'(2), ,,
8SCHIMN4,,'aura/omi'(4), ,,OMNO2;OMI_MINDS_NO2d
8V986ZA3,,'aura/omi'(2), 'geos-chem'(18),,OMTO3e;OMVFPITMET;OMI_MINDS_NO2d
8XHRCMD4,,, ,,
8Y3HIGBL,,, ,,
96GFIBIY,,'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR
96I7PB83,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
99HDZJD3,,'aqua/modis'(1), ,,
9BGR7V5N,,, ,,
9BJILA3Q,,'aqua/airs'(3); 'aura/omi'(1), 'geos-chem'(1),,OMTO3e;AIRX3STD
9BTNCZM8,,'aura/mls'(4); 'uars/hrdi'(1), ,,UARHR3AL;ML2GPH;ML2T
9EYXXXIR,,'aura/omi'(2), ,,OMVFPITMET
9HA2RYG6,,'aura/omi'(1), 'geos-chem'(15); 'geos-5'(3),,OMNO2;OMTO3e;OMI_MINDS_NO2d
9JEZGSX7,,'aura/omi'(1), ,,OMHCHO;OMNO2;OMTO3e;OMI_MINDS_NO2d
9MN859JS,,, ,,
9NJ5N74J,,'aura/omi'(3), 'geos-5'(3),,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
9NVKT8BJ,,, 'geos-chem'(7),,
9QXG52VP,,'aura/omi'(1); 'aqua/modis'(1), ,,OMNO2;OMI_MINDS_NO2d
9R6D6XR7,,'uars/mls'(1), ,,GozMmlpO3;UARML3AT
9WK5TX8D,,'aqua/modis'(4); 'aura/omi'(3); 'terra/modis'(1), ,,OMTO3e;MAM07S0;OMNO2;OMSO2e;MSVOLSO2L4;MYD11CM1D;MOD11CM1D;OMI_MINDS_NO2d;OMVFPITMET
9X9WJEIM,,, 'geos-chem'(6),,
9XAIQ4W9,,'aura/omi'(2), 'geos-5'(1); 'geos-chem'(1),,
9YISSGLP,,'aqua/modis'(4); 'aura/hirdls'(1); 'uars/mls'(1); 'uars/claes'(1), ,,
9YWI8V7F,,'aura/omi'(1), 'geos-chem'(26); 'merra'(1),,OMTO3e
A2JZU2YU,,'aura/omi'(1), ,,
A32GVLS2,,'aura/omi'(1), ,,OMVFPITMET
A3IEXJEX,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
A3LQ3UJ9,,'aura/hirdls'(3); 'aura/omi'(2), ,,H3ZFCHNO3;OMTO3e;OMNO2;H3ZFCN2O;H3ZFCO3;H3ZFCT;H3ZFCNO2;OMI_MINDS_NO2d;OMVFPITMET
A55Q7W4N,,'aura/omi'(2); 'aura/mls'(1); 'aura/hirdls'(1), ,,OMTO3e;H3ZFCO3;ML3DBO3;ML2CO
A5RDHPB3,,'aqua/modis'(12); 'aqua/modis----level 2'(1); 'aura/omi'(1), 'geos-chem'(2),,OMNO2;OMI_MINDS_NO2d
A64VUDMM,,, ,,
A6V72NAH,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
A7PJF9JP,,'aqua/airs'(1); 'aura/omi'(1), ,,AIRHBRAD;OMVFPITMET
AAKIT3BW,,'aura/omi'(4), 'geos-chem'(13),,OMNO2;OMTO3e;OMI_MINDS_NO2d
AAKJIMQG,,, 'merra'(2); 'geos-5'(1),,
ABD8I9MI,,'aura/omi'(1); 'ep-toms/toms'(1), ,,MSVOLSO2L4;OMTO3e
ACGQAB3V,,'aqua/modis'(1); 'terra/modis'(1); 'aqua/amsr-e'(1); 'aura/omi'(1), 'geos-5'(2),,MAM05S0;GPM_1CAQUAAMSRE;WC_PM_ET_050;OMTO3e;MAM07S0;AMDBLWV;OMNO2;MYD11CM1D;MOD11CM1D;OMI_MINDS_NO2d;OMVFPITMET
ADDDMQB2,,'aura/omi'(1), 'geos-chem'(1),,OMNO2;OMSO2e;OMI_MINDS_NO2d
AFK6UJLA,,'aura/omi'(4), ,,OMSO2e;OMVFPITMET
AHVHYL7F,,'aura/omi'(8); 'aura/mls'(5); 'oco-2/oco-2'(4); 'sorce/sim'(2); 'aqua/airs'(1); 'sentinel-5p/tropomi'(1); 'sorce/solstice'(1); 'uars/haloe'(1); 'uars/mls'(1), 'geos-chem'(1),,OMNO2;OCO3_L2_Standard;UARHA2FN;ML3DBO3;S5P_L2__HCHO__;S5P_L2__NO2____HiR;OMHCHO;S5P_L2__CLOUD_;ML2CO;GozMmlpO3;AIRX2RET;S5P_L2__CO____;ML2T;ML2DGG;OMI_MINDS_NO2d;OMVFPITMET;S5P_L2__O3_TCL;AIRX3STD;OMTO3e;SOR3SIMD;ML2N2O;ML3DBSO2;ML3DBOH;OMSO2e;AIRHBRAD;OCO2_L2_Lite_FP;UARML3AT
AJA6FY3X,,'aqua/modis'(5); 'aura/omi'(3); 'himawari-8/ahi'(3); 'meteosat/seviri'(2); 'terra/modis'(2); 'oco-2/oco-2'(1); 'suomi-npp/viirs'(1); 'aqua/airs'(1); 'orbview-2/seawifs'(1), ,,
AJFJFJBA,,'aura/omi'(1), ,,OMNO2;OMTO3e;OMVFPITMET;OMI_MINDS_NO2d
AK3PE5IS,,'aura/omi'(2), 'geos-chem'(2),,OMNO2;OMI_MINDS_NO2d
ALCL3X6Z,,'aura/omi'(1), ,,OMSO2e
ANRIGC82,,'aura/omi'(7); 'nimbus-7/toms'(1), ,,TOMSN7L3;OMTO3e
ASCPM6VR,,, 'geos-chem'(16); 'geos-5'(1),,
ASCUJVT8,,'aura/omi'(1), ,,OMSO2e
ASFFTFIY,,'aura/omi'(1), 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d
ASZLV7PM,,'aura/mls'(2); 'aura/omi'(2), ,,OMTO3e;ML3DBO3
AV4TMFYZ,,, ,,
AVEUC4EM,,'aura/omi'(2), ,,OMTO3e
AWKPNE6Q,,'aura/omi'(2), ,,OMTO3e;OMVFPITMET
AX3UWXK5,,, ,,
B2DX2SBV,,'aura/omi'(3); 'aura/mls'(1); 'aqua/modis'(1); 'terra/modis'(1), ,,OMTO3e;MAM07S0;OMNO2;ML2N2O;ML3DBO3;OMI_MINDS_NO2d;ML2DGG
B39BJ3MK,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
B4KN5M5M,,'aura/omi'(2); 'sentinel-5p/tropomi'(1), ,,S5P_L2__O3_TCL;OMTO3e
B5Z2SCAB,,, ,,
B67PRH4D,,, ,,
B6XUPQ3M,,'terra/modis'(8); 'aqua/modis'(5); 'aura/omi'(1), 'geos-5'(1),,OMNO2;MYD11CM1D;MOD11CM1D;OMI_MINDS_NO2d;OMVFPITMET
B8JNTF59,,'aura/omi'(2); 'himawari-8/ahi'(1), ,,OMTO3e
B8WH9CK3,,'nimbus-7/toms'(2); 'nimbus-7/sbuv'(1); 'aura/omi'(1); 'meteor-3/toms'(1), ,,SBUVN07L2;TOMSN7L3;OMTO3e;TOMSM3L3
B949DRDU,,'aqua/modis'(3); 'aura/omi'(3); 'meteosat/seviri'(2); 'terra/modis'(2); 'terra/modis----level 1'(1); 'aqua/modis----level 1'(1), ,,MYD11CM1D;MOD11CM1D;OMVFPITMET
BAYQSWCU,,'aura/mls'(3); 'aura/omi'(3), ,,OMTO3e;OMI_MINDS_NO2d;OMVFPITMET;ML2HNO3;OMNO2;ML2N2O;ML3DBOH;ML3DBO3;ML2CO;ML2T;ML2DGG
BBTGY3PL,,, 'geos-chem'(46); 'geos-5'(27),,
BCU3BVTL,,, 'geos-chem'(58); 'geos-5'(3),,
BDMRZ4UV,,'aura/omi'(3); 'nimbus-7/toms'(1), ,,OMTO3e;TOMSN7L3
BDW25TI3,,'aura/mls'(6), 'merra'(8),,ML2H2O;ML2T
BEY89Y7T,,'aqua/modis'(3); 'terra/modis'(3); 'aura/omi'(1), 'geos-5'(20); 'merra'(7),,MYD11CM1D;MOD11CM1D;OMSO2e;OMVFPITMET
BFT8X7C2,,'aura/mls'(1); 'dmsp/ssm/i'(1); 'aura/omi'(1); 'aqua/airs'(1); 'aqua/modis'(1); 'meteosat/seviri'(1), 'merra'(1),,
BIWQZUL6,,, ,,
BKRNAXGC,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
BLITPFHE,,, ,,
BLPFZBUD,,'suomi-npp/omps'(2); 'aura/omi'(2), 'geos-chem'(8),,OMPS_NPP_LP_L2_AER675_DAILY;OMTO3e
BM3SIVW8,,'aura/omi'(2), 'geos-chem'(52); 'geos-5'(13); 'merra-2'(1); 'merra'(1),,OMBRO;OMTO3e;OMI_MINDS_NO2d
BMYX6WYH,,'aqua/modis'(7); 'terra/modis'(6); 'aura/omi'(1); 'suomi-npp/omps'(1), ,,OMPS_NPP_NMSO2_PCA_L2;MSVOLSO2L4;OMPS_NPP_NMSO2_L2;OMSO2e
BNN4394H,,'aura/omi'(1); 'aqua/modis'(1); 'sentinel-5p/tropomi'(1), 'merra'(1),,S5P_L2__O3_TCL;OMSO2e
BS5FH4KH,,'aura/omi'(2); 'uars/windii'(1), ,,
BSR36M58,,, ,,
BVSWAWAH,,'aura/omi'(1), ,,OMTO3e;OMNO2;OMI_MINDS_NO2d;OMVFPITMET
BWB4DWA9,,'aura/omi'(2), ,,OMTO3e
BYVLCZ8G,,'aura/omi'(3), ,,OMTO3e
BZ4J64QZ,,'aqua/modis'(3); 'terra/modis'(2), 'geos-chem'(1); 'merra'(1),,
BZAQDFNI,,'aura/omi'(3), ,,
C3CWVMXP,,'aura/omi'(7); 'aqua/airs'(3), ,,OMTO3e;OMNO2;AIRX3STD;AIRHBRAD;OMI_MINDS_NO2d;OMVFPITMET
C5V36BRQ,,'aura/omi'(3); 'aura/omi----level 2'(1), ,,OMTO3e;OMI_MINDS_NO2
C62HYL3I,,'aura/omi'(1), 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d
C6MAZ7WK,,'aura/omi'(3), ,,OMNO2;OMI_MINDS_NO2d;OMSO2e
C6W5KUNY,,'aura/mls'(1), ,,ML3DBO3
C8PVPFMT,,'terra/modis'(4); 'aura/omi'(1); 'aqua/modis'(1), ,,OMTO3e;MAM07S0;OMNO2;OMSO2e;OMI_MINDS_NO2d
CC7RH3PY,,'sentinel-5p/tropomi'(2); 'sentinel-5p/tropomi----level 2'(1), ,,S5P_L2__NO2____HiR;S5P_L2__O3_TCL;S5P_L2__HCHO__;S5P_L2__CO____
CGC7V23J,,'aura/omi'(2); 'aqua/modis'(1); 'terra/modis'(1), 'geos-chem'(25); 'merra'(1),,OMNO2;OMI_MINDS_NO2d
CGUX83QP,,, ,,
CHY594PM,,, 'geos-chem'(19); 'geos-5'(1),,
CITSD8GG,,'uars/haloe'(1); 'aura/omi'(1), ,,UARHA2FN;OMNO2;OMI_MINDS_NO2d
CJDWMMHU,,'terra/modis'(2); 'aura/omi'(1); 'aura/omi----level 2'(1), 'merra'(2),,
CKHGV9KV,,'terra/modis'(5); 'aqua/modis'(3); 'aqua/modis----level 3'(1); 'aura/omi'(1), ,,
CKNS3ML9,,'aura/omi'(2), ,,
CMGF55XK,,'aqua/modis'(2); 'terra/modis'(2); 'aqua/modis----level 2'(1); 'aqua/modis----level 3'(1); 'terra/modis----level 3'(1), ,,
CPLWY75I,,'aura/mls'(5), ,,ML2GPH
CQCIQNJX,,'aura/mls'(48), ,,ML2H2O;ML2T;ML2CO
CR97TZGQ,,'aura/omi'(4); 'aura/mls'(1), ,,ML3DBO3;OMTO3e
CSF4RUZK,,'aura/omi'(1), 'geos-chem'(25),,OMTO3e;OMVFPITMET
CXAAU3MV,,'aura/omi'(1), 'geos-chem'(1),,OMTO3e
CYNBDUAL,,, ,,
CZG9CKET,,'aqua/airs'(2); 'aura/omi'(1), 'geos-chem'(30),,OMNO2;OMTO3e;AIRX3STD;OMI_MINDS_NO2d
D2HEU2HQ,,'aura/omi'(1), ,,OMSO2e
D2V2T3WD,,'aura/mls'(12), ,,HIRMLS3IWC;ML2T
D3FC33PQ,,, ,,
D3SCRTHI,,'sentinel-5p/tropomi'(4); 'aura/omi'(1); 'aqua/modis'(1); 'terra/modis'(1), ,,S5P_L2__NO2____HiR;OMNO2;OMI_MINDS_NO2d
D4ULVFZK,,'terra/modis'(11); 'aura/omi'(5); 'aqua/modis'(4); 'nimbus-7/toms'(1); 'suomi-npp/viirs'(1); 'oco-2/oco-2'(1), ,,OMTO3e;THIRN7L1BCLT;SNDRSNCrISL1BIMG;MAM07S0;TOMSN7L3;OCO3_L2_Standard;MYD11CM1D;MOD11CM1D;OMVFPITMET
D86MDG4J,,'aura/omi'(1), 'geos-chem'(8); 'geos-5'(1),,OMNO2;OMTO3e;OMI_MINDS_NO2d
D9LQIEG5,,'aura/omi'(1), ,,
DB2L2JBN,,'nimbus-7/toms'(1); 'gosat/tanso-fts'(1), 'merra'(1); 'geos-chem'(1),,TOMSN7L3
DF84DN7Y,,, 'geos-chem'(16); 'merra-2'(4); 'merra'(4),,
DGIFTTJ4,,'aura/mls'(2); 'aura/omi'(1), ,,OMTO3e;ML2H2O;ML3DBO3
DGJN9BNI,,, ,,
DHHK8FY2,,'meteor-3/toms'(1); 'nimbus-7/toms'(1), ,,TOMSN7L3;TOMSM3L3;THIRN7L1BCLT
DJ5VRZSY,,'aura/omi'(3); 'aqua/modis'(1); 'terra/modis'(1), ,,MAM07S0;OMTO3e
DLBGISKS,,, ,,
DLIAERXD,,'aura/omi'(1), ,,
DQCRJ27I,,'aura/omi'(1), ,,
DZBUPKWP,,, ,,
E3I9WCS3,,'aura/omi'(2), ,,OMTO3e
E3IBUGV6,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
E4QDRH9I,,'aqua/modis'(3); 'aura/omi'(2); 'oco-2/oco-2'(1); 'aura/omi----level 1'(1), ,,
E6ZN7YYC,,'aura/omi'(1), ,,OMTO3e;OMVFPITMET
E89UA45Y,,'aura/mls'(17); 'nimbus-5/scr'(1); 'aura/mls----level 2'(1), ,,ML2T;SCRN5L1RAD
E8YLXMU8,,'aura/omi'(4); 'aura/omi----level 1'(1), ,,
EBIREFY4,,'suomi-npp/omps'(3); 'aura/omi'(3), ,,OMTO3e;OMHCHO;OMPS_NPP_LP_L2_AER675_DAILY;OMPS_NPP_NMSO2_L2;OMSO2e
EF2BVK3K,,'aura/omi'(1), 'geos-chem'(3),,OMTO3e;OMNO2;OMI_MINDS_NO2d
EG4ADQK8,,, ,,
EG6PM8E4,,'uars/mls'(2); 'uars/haloe'(1); 'uars/claes'(1), ,,UARCL3AL;GozMmlpO3
EGPR2EPM,,'aura/omi'(2); 'suomi-npp/omps'(1), ,,OMTO3e;OMPS_NPP_LP_L2_AER675_DAILY;OMPS_NPP_NMSO2_L2;OMSO2e
EGRJYJ2S,,'aqua/modis'(3); 'aqua/airs'(2); 'oco-2/oco-2'(2); 'terra/modis'(1), 'geos-5'(2),,MAM05S0;WC_PM_ET_050;OCO3_L2_Standard;AIRHBRAD;AIRX3STD;MYD11CM1D;MOD11CM1D
EKM26BQZ,,'scisat-1/ace/ace-fts'(1), ,,
EL7Q8K95,,'aura/omi'(1), ,,OMSO2e
ET5NRNMS,,, ,,
EVVMHA3Q,,'aura/omi'(1), ,,OMSO2e
EWWP9ZFE,,, ,,
EYCZEVRG,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
EZ4PNFX8,,'aura/omi'(1); 'aqua/modis'(1); 'terra/modis'(1), ,,
EZ82X2CA,,, ,,
EZEIBQ7T,,'aura/omi'(2), 'merra'(1); 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d
F4FQVYTW,,'oco-2/oco-2'(4), ,,OCO3_L2_Standard;OCO2_L2_Lite_FP
F6A2TAYF,,'aura/omi'(3), 'geos-chem'(1),,OMTO3e;OMNO2;OMI_MINDS_NO2d
F6FLG43V,,, ,,
F7GLC2X5,,'aqua/modis'(5); 'aura/omi'(4); 'meteor-3/toms'(1); 'nimbus-7/toms'(1); 'ep-toms/toms'(1), ,,
F9FJ8U4I,,, ,,
FBDZDMAI,,'aura/mls'(46); 'aura/hirdls'(20); 'aqua/airs'(2); 'uars/mls'(1); 'aura/mls----level 2'(1), ,,UARML3AT;ML2T;AIRHBRAD;H3ZFCT
FEHHTEZF,,'aura/omi'(2), ,,OMTO3e
FHCRH7GK,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
FPPB5RW9,,, ,,
FQLSA962,,'aura/omi'(2); 'aqua/modis'(1), ,,OMNO2;OMI_MINDS_NO2d
FR5JLRSA,,'nimbus-7/sbuv'(1); 'noaa-16/sbuv/2'(1); 'aura/omi'(1); 'nimbus-7/toms'(1); 'noaa-11/sbuv/2'(1); 'noaa-9/sbuv/2'(1), ,,SBUV2N16L3zm;OMTO3e;THIRN7L1BCLT;SBUVN07L2;TOMSN7L3;SBUV2N11L3zm;SBUV2N09L2;OMVFPITMET
FRFHRDAD,,'aura/omi'(1), 'geos-chem'(46),,OMTO3e;MSVOLSO2L4;OMSO2e;OMVFPITMET
FRGCHHPU,,'aura/omi'(2), ,,OMTO3e
FU9H55EA,,, ,,
FVU7M6Q2,,'aura/omi'(2), ,,OMTO3e
FWIHBMA4,,'aura/omi'(1), 'geos-chem'(3),,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
FWY2XTFZ,,, ,,
FXXNMKI9,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
FZ2GKSQ7,,'ep-toms/toms'(1), ,,
FZCETCDN,,, ,,
G35MUCF3,,, ,,
G3G2ZRK6,,'aura/omi'(3); 'sentinel-5p/tropomi'(1); 'suomi-npp/omps'(1), 'geos-5'(13); 'merra-2'(2); 'merra'(2),,S5P_L2__O3_TCL;OMSO2e;OMPS_NPP_NMSO2_L2
G4MZHMZ7,,, ,,
G6UH95X8,,'aura/omi'(2), 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d
G972GU4K,,'aura/mls'(11); 'uars/mls'(6); 'uars/haloe'(3); 'aura/omi'(1); 'noaa-11/sbuv/2'(1); 'noaa-9/sbuv/2'(1), 'merra'(7),,OMTO3e;SBUV2N11L3zm;UARHA2FN;ML3DBO3;GozMmlpO3;UARML3AT;SBUV2N09L2;ML2T;OMVFPITMET
GASQY8PC,,, ,,
GC432ZBD,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
GC4X3SSX,,'aura/omi'(1); 'ep-toms/toms'(1), ,,
GCNI94LA,,'aqua/modis'(9); 'aura/omi'(1), ,,
GDYZ6LVQ,,, ,,
GE5GY2IJ,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
GJFL7E3L,,'aura/mls'(3); 'aqua/airs'(2); 'aura/omi'(1), ,,OMTO3e;ML3DBO3;ML2CO;AIRX3STD;AIRHBRAD;ML2T;OMVFPITMET
GJPKLMDA,,'aura/omi'(1), ,,OMTO3e;OMNO2;OMI_MINDS_NO2d
GNQCBNS4,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
GNZBZITS,,'aura/omi'(2); 'aqua/modis'(2); 'terra/modis'(1), ,,MAM07S0;OMTO3e
GRRIBHIY,,'aqua/modis'(1); 'terra/modis'(1), 'geos-chem'(3); 'gdas'(1),,
GT94I33T,,'aura/omi'(6); 'terra/modis'(3); 'aqua/modis'(3); 'aura/hirdls'(3); 'aura/mls'(2); 'aqua/airs'(2), 'geos-chem'(4),,H3ZFCHNO3;ML2HNO3;OMNO2;ML3DBO3;H3ZFCNO2;ML2CO;OMI_MINDS_NO2d;OMVFPITMET;ML2T;ML2DGG;MAM05S0;WC_PM_ET_050;MAM07S0;H3ZFCN2O;H3ZFCH2O;AIRX3STD;MYD11CM1D;MOD11CM1D;OMTO3e;ML2H2O;ML2N2O;H3ZFCO3;AIRHBRAD;H3ZFCT
GTMEK8N5,,'sorce/sim'(53); 'sorce/solstice'(36); 'uars/solstice'(16); 'uars/susim'(14); 'sorce/tim'(12); 'sorce/sim----level 3'(1); 'sorce/solstice----level 3'(1), ,,SOR3SIMD;SOR3TSI6
GTUTALD4,,'aura/mls'(11), 'geos-chem'(1),,ML3DBO3;ML2CO;ML2H2O
GU6BDT37,,'aura/omi'(1), ,,OMTO3e;OMNO2;OMI_MINDS_NO2d
GV2W8AZ9,,'aura/omi'(1); 'aqua/airs'(1), 'geos-chem'(36); 'geos-5'(17),,OMTO3e;AIRX3STD;OMI_MINDS_NO2d
GWIU8TCA,,'aura/mls'(2), ,,
GX323ZZ9,,'aqua/modis'(3), ,,
GZSKB84U,,, 'merra'(3); 'merra-2'(1); 'geos-5'(1); 'tmpa'(1),,
H2QA37W8,,'meteor-3/toms'(1); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,
H36BRC9E,,'trmm/pr'(19); 'trmm/tmi'(1), 'merged ir'(1),,GPM_1BPR;GPM_1CTRMMTMI
H68R3DRV,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
H9LAKNVG,,'nimbus-7/toms'(1); 'aura/omi'(1); 'terra/modis'(1), 'geos-chem'(12); 'geos-5'(1),,
H9RUEIVM,,'aura/omi'(2), ,,OMSO2e
HDISSYIZ,,'aura/omi'(6), ,,OMNO2;OMI_MINDS_NO2d
HELXYM26,,, ,,
HF24GGXF,,'uars/haloe'(3); 'aura/mls'(1); 'uars/mls'(1); 'uars/claes'(1), ,,ML2H2O;UARCL3AL;GozMmlpH2O;UARHA2FN;ML2CO;UARML3AT;ML2T;ML2DGG
HHC3DPL9,,'aura/omi'(2), 'geos-chem'(47); 'geos-5'(1),,OMTO3e;OMNO2;OMI_MINDS_NO2d;OMVFPITMET
HR5TWE2F,,'aura/omi'(3); 'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR;S5P_L2__O3_TCL;OMNO2;OMSO2e;OMI_MINDS_NO2d
HRMVXFCT,,'aura/omi'(4); 'sentinel-5p/tropomi'(1), ,,S5P_L2__O3_TCL;OMTO3e;OMHCHO;OMSO2e;S5P_L2__HCHO__
HUAHRUNA,,'terra/modis'(5); 'aqua/modis'(5); 'goes/avhrr'(1); 'aura/omi'(1); 'himawari-8/ahi'(1); 'aqua/modis----level 2'(1), 'geos-chem'(2),,MAM06S0;MYD11CM1D;MOD11CM1D;OMVFPITMET
HUYSLADZ,,'aura/omi'(2), ,,OMNO2;OMI_MINDS_NO2d
HXFRDDCF,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
HYW3KSVP,,'aura/omi'(1), 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
I4RMLCTB,,, ,,
I6RH9KXU,,'aqua/modis'(1); 'aura/omi'(1), ,,
I7YYQFFY,,'aura/omi'(1); 'terra/modis'(1), 'geos-5'(1),,OMNO2;OMI_MINDS_NO2d
I83FZMB5,,'aura/omi'(1), ,,OMVFPITMET
I9XQC9CK,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
IBDIYCM7,,'meteor-3/toms'(1); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,
ICUVHMZC,,, 'merra'(10),,
IDGC5N7Z,,'aura/omi'(14), ,,OMTO3e;OMVFPITMET
IJSY8XWS,,, ,,
IK4KC6L3,,'aura/omi'(1), 'geos-chem'(15),,OMNO2;OMI_MINDS_NO2d
ILS8GR2A,,'aura/omi'(2), ,,OMNO2;OMI_MINDS_NO2d
IM22RYIZ,,, 'geos-chem'(15); 'geos-5'(3),,
IMZNBW8X,,'aura/omi'(2), ,,
INI8KQUV,,'aura/mls'(3), ,,
